Date,Total Traffic Volume,Exchange Rate,Gross Domestic Product (GDP),Export growth rate,Import growth rate,Nationwide Consumer Price Index,Regular Unleaded Gasoline,Diesel Fuel for Automobiles,number of car ownership,Economic Growth Rate,Interest Rate Category,Export Price Category,Import Price Category
2019-04-10,8670127,1173.496667,480832.0,-4.764925216,-0.960838424,99.5209,1406.37,1302.72,23359415.0,Moderate Growth,Low,High,High
2019-04-11,9128729,1174.253333,480832.0,-4.559216347,-0.647377291,99.5266,1408.14,1304.14,23360859.0,Moderate Growth,Low,High,High
2019-04-12,10102978,1175.01,480832.0,-4.353507478,-0.333916158,99.5323,1409.99,1305.73,23362303.0,Moderate Growth,Low,High,High
2019-04-13,10372580,1175.766667,480832.0,-4.14779861,-0.020455024,99.538,1411.96,1307.52,23363747.0,Moderate Growth,Low,High,High
2019-04-14,7834305,1176.523333,480832.0,-3.942089741,0.293006109,99.5437,1414.21,1309.38,23365190.0,Moderate Growth,Low,High,High
2019-04-15,9234138,1177.28,480832.0,-3.736380872,0.606467242,99.5494,1416.7,1311.29,23366634.0,Moderate Growth,Low,High,High
2019-04-16,9155448,1178.036667,480832.0,-3.530672003,0.919928376,99.5551,1417.96,1312.08,23368078.0,Moderate Growth,Low,High,High
2019-04-17,9140344,1178.793333,480832.0,-3.324963135,1.233389509,99.5608,1420.05,1313.98,23369521.0,Moderate Growth,Low,High,High
2019-04-18,9190847,1179.55,480832.0,-3.119254266,1.546850643,99.5665,1423.2,1316.23,23370965.0,Moderate Growth,Low,High,High
2019-04-19,10024540,1180.306667,480832.0,-2.913545397,1.860311776,99.5722,1425.97,1318.36,23372409.0,Moderate Growth,Low,High,High
2019-04-20,10117990,1181.063333,480832.0,-2.707836528,2.173772909,99.5779,1428.32,1320.14,23373852.0,Moderate Growth,Low,High,High
2019-04-21,8502879,1181.82,480832.0,-2.50212766,2.487234043,99.5836,1431.07,1322.04,23375296.0,Moderate Growth,Low,High,High
2019-04-22,9274848,1182.576667,480832.0,-2.296418791,2.800695176,99.5893,1433.69,1323.78,23376740.0,Moderate Growth,Low,High,High
2019-04-23,9113272,1183.333333,480832.0,-2.11135454,3.092626922,99.595,1435.18,1324.66,23378184.0,Moderate Growth,Low,High,High
2019-04-24,8858046,1184.09,480832.0,-2.36277649,2.929365915,99.6007,1437.68,1326.54,23379627.0,Moderate Growth,Low,High,High
2019-04-25,9045328,1184.846667,480832.0,-2.614198441,2.766104908,99.6064,1440.95,1328.81,23381071.0,Moderate Growth,Low,High,High
2019-04-26,9746178,1185.603333,480832.0,-2.865620392,2.602843901,99.6121,1444.26,1331.19,23382515.0,Moderate Growth,Low,High,High
2019-04-27,10230509,1186.36,480832.0,-3.117042343,2.439582894,99.6178,1447.0,1333.19,23383958.0,Moderate Growth,Low,High,High
2019-04-28,8562393,1187.116667,480832.0,-3.368464293,2.276321888,99.6235,1449.65,1335.14,23385402.0,Moderate Growth,Low,High,High
2019-04-29,8932480,1187.873333,480832.0,-3.619886244,2.113060881,99.6292,1452.3,1336.99,23386846.0,Moderate Growth,Low,High,High
2019-04-30,9604903,1188.63,480832.0,-3.871308195,1.949799874,99.6349,1453.81,1337.81,23388289.0,Moderate Growth,Low,High,High
2019-05-01,8281845,1189.386667,480832.0,-4.122730145,1.786538867,99.6406,1456.22,1339.93,23389733.0,Moderate Growth,Low,High,High
2019-05-02,9455820,1190.143333,480832.0,-4.374152096,1.62327786,99.6463,1459.4,1342.35,23391177.0,Moderate Growth,Low,High,High
2019-05-03,10653891,1190.9,480832.0,-4.625574047,1.460016853,99.652,1463.79,1345.64,23392621.0,Moderate Growth,Low,High,High
2019-05-04,11411618,1189.732258,480832.0,-4.876995997,1.296755846,99.64680645,1466.64,1347.81,23394283.0,Moderate Growth,Low,High,High
2019-05-05,10363717,1188.564516,480832.0,-5.128417948,1.133494839,99.6416129,1469.8,1350.07,23395946.0,Moderate Growth,Low,High,High
2019-05-06,10174170,1187.396774,480832.0,-5.379839899,0.970233832,99.63641935,1472.95,1352.51,23397609.0,Moderate Growth,Low,High,High
2019-05-07,9494740,1186.229032,480832.0,-5.63126185,0.806972825,99.63122581,1475.12,1354.14,23399271.0,Moderate Growth,Low,High,High
2019-05-08,9503490,1185.06129,480832.0,-5.8826838,0.643711818,99.62603226,1477.24,1355.76,23400934.0,Moderate Growth,Low,High,High
2019-05-09,9299354,1183.893548,480832.0,-6.134105751,0.480450811,99.62083871,1500.12,1373.41,23402597.0,Moderate Growth,Low,High,High
2019-05-10,10071725,1182.725806,480832.0,-6.385527702,0.317189804,99.61564516,1511.97,1382.32,23404259.0,Moderate Growth,Low,High,High
2019-05-11,9921950,1181.558065,480832.0,-6.636949652,0.153928797,99.61045161,1517.31,1386.25,23405922.0,Moderate Growth,Low,Medium,High
2019-05-12,8561833,1180.390323,480832.0,-6.888371603,-0.00933221,99.60525806,1520.01,1388.26,23407585.0,Moderate Growth,Low,Medium,High
2019-05-13,9189696,1179.222581,480832.0,-7.139793554,-0.172593217,99.60006452,1522.23,1389.84,23409248.0,Moderate Growth,Low,Medium,High
2019-05-14,9132349,1178.054839,480832.0,-7.391215505,-0.335854224,99.59487097,1523.16,1390.35,23410910.0,Moderate Growth,Low,Medium,High
2019-05-15,9206320,1176.887097,480832.0,-7.642637455,-0.499115231,99.58967742,1524.45,1391.37,23412573.0,Moderate Growth,Low,Medium,High
2019-05-16,9275610,1175.719355,480832.0,-7.894059406,-0.662376238,99.58448387,1525.75,1392.22,23414236.0,Moderate Growth,Low,Medium,High
2019-05-17,10149851,1174.551613,480832.0,-8.145481357,-0.825637245,99.57929032,1526.59,1392.8,23415898.0,Moderate Growth,Low,Medium,High
2019-05-18,9351235,1173.383871,480832.0,-8.396903307,-0.988898252,99.57409677,1527.6,1393.38,23417561.0,Moderate Growth,Low,Medium,High
2019-05-19,7768799,1172.216129,480832.0,-8.648325258,-1.152159258,99.56890323,1528.69,1394.0,23419224.0,Moderate Growth,Low,Medium,High
2019-05-20,9032331,1171.048387,480832.0,-8.899747209,-1.315420265,99.56370968,1529.81,1394.73,23420887.0,Moderate Growth,Low,Medium,High
2019-05-21,9169388,1169.880645,480832.0,-9.151169159,-1.478681272,99.55851613,1530.36,1394.95,23422549.0,Moderate Growth,Low,Medium,High
2019-05-22,9180275,1168.712903,480832.0,-9.40259111,-1.641942279,99.55332258,1531.06,1395.46,23424212.0,Moderate Growth,Low,Medium,Medium
2019-05-23,9281338,1167.545161,480832.0,-9.654013061,-1.805203286,99.54812903,1532.46,1396.34,23425875.0,Moderate Growth,Low,Medium,Medium
2019-05-24,10143743,1166.377419,480832.0,-9.854771435,-2.023235728,99.54293548,1533.5,1397.07,23427537.0,Moderate Growth,Low,Medium,Medium
2019-05-25,10084481,1165.209677,480832.0,-9.98538024,-2.31710554,99.53774194,1534.24,1397.46,23429200.0,Moderate Growth,Low,Medium,Medium
2019-05-26,8612515,1164.041935,480832.0,-10.11598905,-2.610975353,99.53254839,1534.9,1397.98,23430863.0,Moderate Growth,Low,Medium,Medium
2019-05-27,8330346,1162.874194,480832.0,-10.24659785,-2.904845165,99.52735484,1535.24,1398.06,23432526.0,Moderate Growth,Low,Medium,Medium
2019-05-28,9141585,1161.706452,480832.0,-10.37720666,-3.198714978,99.52216129,1535.43,1398.08,23434188.0,Moderate Growth,Low,Medium,Medium
2019-05-29,9132465,1160.53871,480832.0,-10.50781546,-3.49258479,99.51696774,1535.83,1398.33,23435851.0,Moderate Growth,Low,Medium,Medium
2019-05-30,9108278,1159.370968,480832.0,-10.63842427,-3.786454603,99.51177419,1536.22,1398.58,23437514.0,Moderate Growth,Low,Medium,Medium
2019-05-31,7484479,1158.203226,480832.0,-10.76903307,-4.080324415,99.50658065,1536.97,1399.11,23439176.0,Moderate Growth,Low,Medium,Medium
2019-06-01,9810203,1157.035484,480832.0,-10.89964188,-4.374194228,99.5013871,1537.08,1399.07,23440839.0,Moderate Growth,Low,Medium,Medium
2019-06-02,8306406,1155.867742,480832.0,-11.03025068,-4.66806404,99.49619355,1536.98,1398.94,23442502.0,Moderate Growth,Low,Medium,Medium
2019-06-03,9181016,1154.7,480832.0,-11.16085949,-4.961933853,99.491,1536.66,1398.53,23444165.0,Moderate Growth,Low,Medium,Medium
2019-06-04,9197854,1155.646667,480832.0,-11.2914683,-5.255803665,99.48086667,1536.53,1398.21,23446051.0,Moderate Growth,Low,Medium,Medium
2019-06-05,10076096,1156.593333,480832.0,-11.4220771,-5.549673478,99.47073333,1536.17,1397.94,23447938.0,Moderate Growth,Low,Medium,Medium
2019-06-06,9027208,1157.54,480832.0,-11.55268591,-5.84354329,99.4606,1535.22,1397.12,23449825.0,Moderate Growth,Low,Medium,Medium
2019-06-07,9000997,1158.486667,480832.0,-11.68329471,-6.137413103,99.45046667,1534.24,1396.05,23451712.0,Moderate Growth,Low,Medium,Medium
2019-06-08,9962105,1159.433333,480832.0,-11.81390352,-6.431282916,99.44033333,1533.18,1395.01,23453599.0,Moderate Growth,Low,Medium,Medium
2019-06-09,8272712,1160.38,480832.0,-11.94451232,-6.725152728,99.4302,1532.57,1394.4,23455486.0,Moderate Growth,Low,Medium,Medium
2019-06-10,9044781,1161.326667,480832.0,-12.07512113,-7.019022541,99.42006667,1531.58,1393.39,23457373.0,Moderate Growth,Low,Medium,Medium
2019-06-11,9144759,1162.273333,480832.0,-12.20572993,-7.312892353,99.40993333,1531.0,1392.79,23459260.0,Moderate Growth,Low,Medium,Medium
2019-06-12,9147621,1163.22,480832.0,-12.33633874,-7.606762166,99.3998,1530.06,1391.97,23461147.0,Moderate Growth,Low,Low,Medium
2019-06-13,9262890,1164.166667,480832.0,-12.46694755,-7.900631978,99.38966667,1528.0,1389.95,23463034.0,Moderate Growth,Low,Low,Medium
2019-06-14,10115965,1165.113333,480832.0,-12.59755635,-8.194501791,99.37953333,1525.89,1387.9,23464921.0,Moderate Growth,Low,Low,Medium
2019-06-15,9942179,1166.06,480832.0,-12.72816516,-8.488371603,99.3694,1523.36,1385.59,23466808.0,Moderate Growth,Low,Low,Medium
2019-06-16,8210816,1167.006667,480832.0,-12.85877396,-8.782241416,99.35926667,1520.9,1383.07,23468695.0,Moderate Growth,Low,Low,Medium
2019-06-17,9297346,1167.953333,480832.0,-12.98938277,-9.076111228,99.34913333,1518.33,1380.58,23470582.0,Moderate Growth,Low,Low,Medium
2019-06-18,9134361,1168.9,480832.0,-13.11999157,-9.369981041,99.339,1517.3,1379.44,23472469.0,Moderate Growth,Low,Low,Medium
2019-06-19,9119006,1169.846667,480832.0,-13.25060038,-9.663850853,99.32886667,1515.21,1377.66,23474356.0,Moderate Growth,Low,Low,Medium
2019-06-20,9439561,1170.793333,480832.0,-13.38120918,-9.957720666,99.31873333,1512.45,1374.82,23476243.0,Moderate Growth,Low,Low,Medium
2019-06-21,10262369,1171.74,480832.0,-13.51181799,-10.25159048,99.3086,1509.96,1372.43,23478130.0,Moderate Growth,Low,Low,Medium
2019-06-22,10064328,1172.686667,480832.0,-13.6424268,-10.54546029,99.29846667,1507.74,1370.24,23480017.0,Moderate Growth,Low,Low,Medium
2019-06-23,8490573,1173.633333,480832.0,-13.7730356,-10.8393301,99.28833333,1505.8,1368.32,23481904.0,Moderate Growth,Low,Low,Medium
2019-06-24,9349549,1174.58,480832.0,-13.73004003,-10.68493786,99.2782,1504.13,1366.55,23483791.0,Moderate Growth,Low,Low,Medium
2019-06-25,9287102,1175.526667,480832.0,-13.64187908,-10.41392458,99.26806667,1503.57,1365.85,23485678.0,Moderate Growth,Low,Low,Medium
2019-06-26,9036414,1176.473333,480832.0,-13.55371814,-10.14291131,99.25793333,1502.41,1364.73,23487565.0,Moderate Growth,Low,Low,Medium
2019-06-27,8859466,1177.42,480832.0,-13.46555719,-9.871898041,99.2478,1500.87,1363.5,23489452.0,Moderate Growth,Low,Low,Medium
2019-06-28,9095573,1178.366667,480832.0,-13.37739625,-9.600884769,99.23766667,1499.9,1362.48,23491339.0,Moderate Growth,Low,Low,Medium
2019-06-29,7683418,1179.313333,480832.0,-13.28923531,-9.329871498,99.22753333,1499.14,1361.77,23493226.0,Moderate Growth,Low,Low,Medium
2019-06-30,7074119,1180.26,480832.0,-13.20107436,-9.058858226,99.2174,1498.68,1361.56,23495113.0,Moderate Growth,Low,Low,Medium
2019-07-01,8999056,1181.206667,480832.0,-13.11291342,-8.787844955,99.20726667,1497.86,1360.84,23497000.0,Moderate Growth,Low,Low,Medium
2019-07-02,8953923,1182.153333,480832.0,-13.02475248,-8.516831683,99.19713333,1497.59,1360.29,23498887.0,Moderate Growth,Low,Low,Medium
2019-07-03,9081870,1183.1,488771.0,-12.93659153,-8.245818412,99.187,1496.52,1359.41,23500774.0,Moderate Growth,Low,Medium,Medium
2019-07-04,9149119,1184.006452,488771.0,-12.84843059,-7.97480514,99.19467742,1495.58,1358.43,23502088.0,Moderate Growth,Low,Medium,Medium
2019-07-05,10098553,1184.912903,488771.0,-12.76026964,-7.703791869,99.20235484,1494.75,1357.54,23503403.0,Moderate Growth,Low,Medium,Medium
2019-07-06,9841955,1185.819355,488771.0,-12.6721087,-7.432778597,99.21003226,1493.81,1356.45,23504718.0,Moderate Growth,Low,Medium,Medium
2019-07-07,8335694,1186.725806,488771.0,-12.58394776,-7.161765325,99.21770968,1492.88,1355.51,23506033.0,Moderate Growth,Low,Medium,Medium
2019-07-08,9162045,1187.632258,488771.0,-12.49578681,-6.890752054,99.2253871,1492.26,1354.72,23507348.0,Moderate Growth,Low,Medium,Medium
2019-07-09,9152806,1188.53871,488771.0,-12.40762587,-6.619738782,99.23306452,1491.97,1354.2,23508663.0,Moderate Growth,Low,Medium,Medium
2019-07-10,8719419,1189.445161,488771.0,-12.31946493,-6.348725511,99.24074194,1491.59,1353.91,23509978.0,Moderate Growth,Low,Medium,Medium
2019-07-11,8684226,1190.351613,488771.0,-12.23130398,-6.077712239,99.24841935,1491.02,1353.24,23511293.0,Moderate Growth,Low,Medium,Medium
2019-07-12,10135894,1191.258065,488771.0,-12.14314304,-5.806698968,99.25609677,1490.56,1352.6,23512608.0,Moderate Growth,Low,Medium,Medium
2019-07-13,9736944,1192.164516,488771.0,-12.05498209,-5.535685696,99.26377419,1490.29,1352.17,23513923.0,Moderate Growth,Low,Medium,Medium
2019-07-14,8380255,1193.070968,488771.0,-11.96682115,-5.264672425,99.27145161,1490.07,1351.9,23515238.0,Moderate Growth,Low,Medium,Medium
2019-07-15,9119166,1193.977419,488771.0,-11.87866021,-4.993659153,99.27912903,1489.97,1351.75,23516553.0,Moderate Growth,Low,Medium,Medium
2019-07-16,9053252,1194.883871,488771.0,-11.79049926,-4.722645882,99.28680645,1490.08,1351.64,23517868.0,Moderate Growth,Low,Medium,Medium
2019-07-17,9188391,1195.790323,488771.0,-11.70233832,-4.45163261,99.29448387,1490.25,1351.78,23519183.0,Moderate Growth,Low,Medium,Medium
2019-07-18,8934286,1196.696774,488771.0,-11.61417738,-4.180619339,99.30216129,1490.43,1351.83,23520498.0,Moderate Growth,Low,Medium,Medium
2019-07-19,9775294,1197.603226,488771.0,-11.52601643,-3.909606067,99.30983871,1490.47,1351.63,23521813.0,Moderate Growth,Low,Medium,Medium
2019-07-20,7968400,1198.509677,488771.0,-11.43785549,-3.638592795,99.31751613,1490.48,1351.61,23523128.0,Moderate Growth,Low,Medium,Medium
2019-07-21,7487591,1199.416129,488771.0,-11.34969454,-3.367579524,99.32519355,1490.49,1351.55,23524443.0,Moderate Growth,Low,Medium,Medium
2019-07-22,9312642,1200.322581,488771.0,-11.2615336,-3.096566252,99.33287097,1490.44,1351.33,23525758.0,Moderate Growth,Low,Medium,Medium
2019-07-23,9348328,1201.229032,488771.0,-11.17337266,-2.825552981,99.34054839,1490.43,1351.17,23527073.0,Moderate Growth,Low,Medium,Medium
2019-07-24,9211309,1202.135484,488771.0,-11.11588372,-2.609311144,99.34822581,1490.51,1351.35,23528388.0,Moderate Growth,Low,Medium,High
2019-07-25,8949921,1203.041935,488771.0,-11.2105751,-2.664819886,99.35590323,1490.55,1351.1,23529703.0,Moderate Growth,Low,Medium,Medium
2019-07-26,9542221,1203.948387,488771.0,-11.30526648,-2.720328629,99.36358065,1490.5,1351.13,23531018.0,Moderate Growth,Low,Medium,Medium
2019-07-27,9476450,1204.854839,488771.0,-11.39995787,-2.775837371,99.37125806,1490.75,1351.15,23532333.0,Moderate Growth,Low,Medium,Medium
2019-07-28,8227132,1205.76129,488771.0,-11.49464925,-2.831346113,99.37893548,1491.01,1351.31,23533648.0,Moderate Growth,Low,Medium,Medium
2019-07-29,9890485,1206.667742,488771.0,-11.58934064,-2.886854856,99.3866129,1491.19,1351.35,23534963.0,Moderate Growth,Low,Medium,Medium
2019-07-30,9809395,1207.574194,488771.0,-11.68403202,-2.942363598,99.39429032,1491.37,1351.25,23536278.0,Moderate Growth,Low,Medium,Medium
2019-07-31,8669169,1208.480645,488771.0,-11.7787234,-2.99787234,99.40196774,1491.57,1351.49,23537593.0,Moderate Growth,Low,Medium,Medium
2019-08-01,10172226,1209.387097,488771.0,-11.87341479,-3.053381083,99.40964516,1492.1,1351.55,23538908.0,Moderate Growth,Low,Medium,Medium
2019-08-02,10833400,1210.293548,488771.0,-11.96810617,-3.108889825,99.41732258,1492.4,1351.77,23540223.0,Moderate Growth,Low,Medium,Medium
2019-08-03,10507675,1211.2,488771.0,-12.06279756,-3.164398568,99.425,1492.91,1352.0,23541538.0,Moderate Growth,Low,Medium,Medium
2019-08-04,9272432,1210.716129,488771.0,-12.15748894,-3.21990731,99.43690323,1493.52,1352.59,23542626.0,Moderate Growth,Low,Medium,Medium
2019-08-05,9825020,1210.232258,488771.0,-12.25218032,-3.275416052,99.44880645,1493.7,1352.61,23543715.0,Moderate Growth,Low,Medium,Medium
2019-08-06,9438663,1209.748387,488771.0,-12.34687171,-3.330924795,99.46070968,1493.82,1352.49,23544803.0,Moderate Growth,Low,Medium,Medium
2019-08-07,8821821,1209.264516,488771.0,-12.44156309,-3.386433537,99.4726129,1493.98,1352.72,23545892.0,Moderate Growth,Low,Medium,Medium
2019-08-08,9562694,1208.780645,488771.0,-12.53625448,-3.441942279,99.48451613,1494.13,1352.76,23546980.0,Moderate Growth,Low,Medium,Medium
2019-08-09,10339252,1208.296774,488771.0,-12.63094586,-3.497451022,99.49641935,1494.12,1352.55,23548069.0,Moderate Growth,Low,Medium,Medium
2019-08-10,9863271,1207.812903,488771.0,-12.72563724,-3.552959764,99.50832258,1494.04,1352.47,23549157.0,Moderate Growth,Low,Medium,Medium
2019-08-11,8376093,1207.329032,488771.0,-12.82032863,-3.608468506,99.52022581,1493.77,1352.18,23550246.0,Moderate Growth,Low,Medium,Medium
2019-08-12,9065518,1206.845161,488771.0,-12.91502001,-3.663977249,99.53212903,1493.63,1351.91,23551334.0,Moderate Growth,Low,Medium,Medium
2019-08-13,9581113,1206.36129,488771.0,-13.0097114,-3.719485991,99.54403226,1493.53,1351.71,23552423.0,Moderate Growth,Low,Medium,Medium
2019-08-14,10316200,1205.877419,488771.0,-13.10440278,-3.774994734,99.55593548,1493.54,1351.73,23553512.0,Moderate Growth,Low,Low,Medium
2019-08-15,8219371,1205.393548,488771.0,-13.19909416,-3.830503476,99.56783871,1493.54,1351.72,23554600.0,Moderate Growth,Low,Low,Medium
2019-08-16,10098341,1204.909677,488771.0,-13.29378555,-3.886012218,99.57974194,1493.45,1351.61,23555689.0,Moderate Growth,Low,Low,Medium
2019-08-17,9843237,1204.425806,488771.0,-13.38847693,-3.941520961,99.59164516,1493.42,1351.38,23556777.0,Moderate Growth,Low,Low,Medium
2019-08-18,8640803,1203.941935,488771.0,-13.48316832,-3.997029703,99.60354839,1493.31,1351.44,23557866.0,Moderate Growth,Low,Low,Medium
2019-08-19,9533109,1203.458065,488771.0,-13.5778597,-4.052538445,99.61545161,1493.17,1351.3,23558954.0,Moderate Growth,Low,Low,Medium
2019-08-20,9469471,1202.974194,488771.0,-13.67255108,-4.108047188,99.62735484,1493.16,1351.12,23560043.0,Moderate Growth,Low,Low,Medium
2019-08-21,9224096,1202.490323,488771.0,-13.76724247,-4.16355593,99.63925806,1493.15,1351.21,23561131.0,Moderate Growth,Low,Low,Medium
2019-08-22,9066539,1202.006452,488771.0,-13.86193385,-4.219064672,99.65116129,1493.12,1351.19,23562220.0,Moderate Growth,Low,Low,Medium
2019-08-23,10371472,1201.522581,488771.0,-13.95662524,-4.274573415,99.66306452,1492.94,1351.04,23563308.0,Moderate Growth,Low,Low,Medium
2019-08-24,10397138,1201.03871,488771.0,-13.96283969,-4.323004003,99.67496774,1493.06,1351.06,23564397.0,Moderate Growth,Low,Low,Medium
2019-08-25,9201594,1200.554839,488771.0,-13.89427007,-4.365451864,99.68687097,1493.3,1351.31,23565486.0,Moderate Growth,Low,Low,Medium
2019-08-26,9564763,1200.070968,488771.0,-13.82570044,-4.407899726,99.69877419,1493.32,1351.26,23566574.0,Moderate Growth,Low,Low,Medium
2019-08-27,9080476,1199.587097,488771.0,-13.75713082,-4.450347588,99.71067742,1493.42,1351.21,23567663.0,Moderate Growth,Low,Low,Medium
2019-08-28,9283044,1199.103226,488771.0,-13.6885612,-4.49279545,99.72258065,1493.73,1351.63,23568751.0,Moderate Growth,Low,Low,Medium
2019-08-29,9161108,1198.619355,488771.0,-13.61999157,-4.535243312,99.73448387,1493.94,1351.74,23569840.0,Moderate Growth,Low,Low,Medium
2019-08-30,7882054,1198.135484,488771.0,-13.55142195,-4.577691173,99.7463871,1494.18,1352.07,23570928.0,Moderate Growth,Low,Low,Medium
2019-08-31,8571107,1197.651613,488771.0,-13.48285233,-4.620139035,99.75829032,1494.52,1352.37,23572017.0,Moderate Growth,Low,Low,Medium
2019-09-01,9626257,1197.167742,488771.0,-13.4142827,-4.662586897,99.77019355,1495.13,1352.91,23573105.0,Moderate Growth,Low,Low,Medium
2019-09-02,9157860,1196.683871,488771.0,-13.34571308,-4.705034759,99.78209677,1496.68,1354.05,23574194.0,Moderate Growth,Low,Low,Medium
2019-09-03,9023112,1196.2,488771.0,-13.27714346,-4.747482621,99.794,1509.16,1363.44,23575283.0,Moderate Growth,Low,Low,Medium
